ID,Name,Type,Continent,Superregion,Region,Area
2345,Beihan,Land,Asia,Levant,Arabia,Lower Yemen
2346,Jazan,Land,Asia,Levant,Arabia,Tihama al-Yemen
2347,Hofuf,Land,Asia,Levant,Arabia,Bahrain
2348,Chios,Land,Europe,Levant,Anatolia,Aegean Archipelago
2349,Kizil-Su,Land,Asia,Tartary,Central Asia,Transcaspia
2350,Konjikala,Land,Asia,Persia,Khorasan,Merv
2351,Shekty,Land,Asia,Tartary,Central Asia,Kazakhstan
2352,Alty-Kuduk,Land,Asia,Tartary,Central Asia,Syr Darya
2353,Tortkara,Land,Asia,Tartary,Central Asia,Kazakhstan
2354,Shegendyk,Land,Asia,Tartary,West Siberia,Aqmola
2355,Narym,Land,Asia,Tartary,Central Asia,Balchash
2356,Shymkent,Land,Asia,Tartary,Central Asia,Arys
2357,Aksary,Land,Asia,Tartary,West Siberia,Aqmola
2358,Altyn,Land,Asia,Tartary,Central Asia,Kazakhstan
2359,Baganaly,Land,Asia,Tartary,Central Asia,Kazakhstan
2360,Tobykty,Land,Asia,Tartary,Central Asia,Balchash
2361,Dzhaman-Kuduk,Land,Asia,Tartary,Central Asia,Syr Darya
2362,Gurganj,Land,Asia,Tartary,Central Asia,Khiva
2363,Atakent,Land,Asia,Tartary,Central Asia,Kyzylkum
2364,Talas,Land,Asia,Tartary,Central Asia,Arys
2365,Orda,Land,Asia,Tartary,Central Asia,Lower Yik
2366,Utva,Land,Asia,Tartary,Central Asia,Nogai
2367,Lower Yik,Land,Asia,Tartary,Central Asia,Lower Yik
2368,Karamegdan,Land,Asia,Tartary,Central Asia,Jetysuu
2369,Upper Ishim,Land,Asia,Tartary,West Siberia,Ishim
2370,Kungirot,Land,Asia,Tartary,Central Asia,Khiva
2371,Song La,Land,Asia,East Indies,Indochina,Luang Prabang
2372,Hai Phong,Land,Asia,East Indies,Indochina,Sông Hông
2373,Hue,Land,Asia,East Indies,Indochina,Annam
2374,Kauthara,Land,Asia,East Indies,Indochina,Champa
2375,Tay Nguyen,Land,Asia,East Indies,Indochina,Tay Nguyen
2376,Prek Russey,Land,Asia,East Indies,Indochina,Mekong
2377,Teuk Khmao,Land,Asia,East Indies,Indochina,Mekong
2378,Kratie,Land,Asia,East Indies,Indochina,Angkor
2379,Battambang,Land,Asia,East Indies,Indochina,Cambodia
2380,Phnom Penh,Land,Asia,East Indies,Indochina,Mekong
2381,Luang Namtha,Land,Asia,East Indies,Indochina,Luang Prabang
2382,Savanh Nakhone,Land,Asia,East Indies,Indochina,Champasak
2383,Khukhanor Surin,Land,Asia,East Indies,Indochina,Khorat
2384,Nong Khai,Land,Asia,East Indies,Indochina,Vientiane
2385,Nongbua Lamphu,Land,Asia,East Indies,Indochina,Vientiane
2386,Chaiyaphum,Land,Asia,East Indies,Indochina,Khorat
2387,Phetchaburi,Land,Asia,East Indies,Malaya,North Tenasserim
2388,Phitsanulok,Land,Asia,East Indies,Indochina,Sukhothai
2389,Phra Bang,Land,Asia,East Indies,Indochina,Sukhothai
2390,Chaiya,Land,Asia,East Indies,Malaya,Central Tenasserim
2391,Thalang,Land,Asia,East Indies,Malaya,Central Tenasserim
2392,Selangor,Land,Asia,East Indies,Malaya,Malacca
2393,Terengganu,Land,Asia,East Indies,Malaya,Malaya
2394,Kedah,Land,Asia,East Indies,Malaya,North Malaya
2395,Hkamti Long,Land,Asia,East Indies,Burma,Kachin
2396,Mong Kawng,Land,Asia,East Indies,Burma,Kachin
2397,Tamanthi,Land,Asia,East Indies,Burma,Chindwin
2398,Thaungdut,Land,Asia,East Indies,Burma,Chindwin
2399,Pagan,Land,Asia,East Indies,Burma,Upper Burma
2400,Hsipaw,Land,Asia,East Indies,Burma,Shan Hills
2401,Mong Pai,Land,Asia,East Indies,Burma,Karenni
2402,Sandoway,Land,Asia,East Indies,Burma,Rakhine
2403,Moulmein,Land,Asia,East Indies,Burma,Lower Burma
2404,Mergui,Land,Asia,East Indies,Malaya,North Tenasserim
2405,Bender,Land,Europe,Eastern Europe,Carpathia,Moldavia
2406,Ingil,Land,Europe,Eastern Europe,Pontic Steppe,Yedisan
2407,Pereyaslav,Land,Europe,Eastern Europe,Ruthenia,East Dniepr
2408,Yelets,Land,Europe,Eastern Europe,Ruthenia,Sloboda Ukraine
2409,Bahmut,Land,Europe,Eastern Europe,Pontic Steppe,Lower Don
2410,Theodoro,Land,Europe,Eastern Europe,Pontic Steppe,Crimea
2411,Mansur,Land,Europe,Eastern Europe,Pontic Steppe,Zaporizhia
2412,Kyzyl-Yar,Land,Europe,Eastern Europe,Pontic Steppe,Zaporizhia
2413,Tyn,Land,Europe,Eastern Europe,Pontic Steppe,Azov
2414,Azaraba,Land,Europe,Eastern Europe,Pontic Steppe,Azov
2415,Etkara,Land,Europe,Eastern Europe,Russia,Tambov
2416,Majar,Land,Europe,Eastern Europe,Pontic Steppe,Astrakhan
2417,Kuma,Land,Europe,Eastern Europe,Pontic Steppe,Astrakhan
2418,Ukek,Land,Europe,Eastern Europe,Ural,Saratov
2419,Kanadey,Land,Europe,Eastern Europe,Ural,Saratov
2420,Agyidel,Land,Europe,Eastern Europe,Ural,Bashkiria
2421,Juketau,Land,Europe,Eastern Europe,Ural,Volga
2422,Veda-Suvar,Land,Europe,Eastern Europe,Ural,Kazan
2423,Alatyr,Land,Europe,Eastern Europe,Ural,Samara
2424,Peremyshl,Land,Europe,Eastern Europe,Poland,Red Ruthenia
2425,Nenets,Wasteland,Europe,,,
2426,Yamal,Wasteland,Asia,,,
2427,Ostyaki,Land,Europe,Eastern Europe,Ural,Ural
2428,Yugan,Land,Asia,Tartary,West Siberia,Ob
2429,Agan,Land,Asia,Tartary,West Siberia,Ob
2430,Baykha,Land,Asia,Tartary,West Siberia,Central Siberia
2431,Uchamin,Land,Asia,Tartary,West Siberia,Tunguska
2432,Chulym,Land,Asia,Tartary,West Siberia,Tunguska
2433,Vah,Land,Asia,Tartary,West Siberia,Ob
2434,Barnaul,Land,Asia,Tartary,West Siberia,Yrtesh
2435,Nukhtui,Land,Asia,Tartary,East Siberia,Yakutia
2436,Chuna,Land,Asia,Tartary,West Siberia,Tunguska
2437,Seganka,Land,Asia,Tartary,East Siberia,Yakutia
2438,Kharya,Land,Asia,Tartary,East Siberia,Sakha
2439,Yarmanka,Land,Asia,Tartary,East Siberia,Kolyma
2440,Kagyrgyn,Land,Asia,Tartary,East Siberia,Kamchatka
2441,Iglino,Land,Europe,Eastern Europe,Ural,Ural
2442,Ust-Kut,Land,Asia,Tartary,West Siberia,Irkutsk
2443,Kan,Land,Asia,Tartary,West Siberia,Irkutsk
2444,Bashgird,Land,Europe,Eastern Europe,Ural,Bashkiria
2445,Mangazea,Land,Asia,Tartary,West Siberia,Kara
2446,Chara,Land,Asia,Tartary,East Siberia,Buryatia
2447,Matrega,Land,Europe,Eastern Europe,Pontic Steppe,Crimea
2448,Fezzan,Land,Africa,Northern Africa,Maghreb,Fezzan
2449,Jufra,Land,Africa,Northern Africa,Maghreb,Fezzan
2450,Ghadames,Land,Africa,Northern Africa,Maghreb,North Sahara
2451,Thubaqt,Land,Africa,Northern Africa,Maghreb,Tripolitania
2452,Zuwarah,Land,Africa,Northern Africa,Maghreb,Tripolitania
2453,Sfax,Land,Africa,Northern Africa,Maghreb,Djerba
2454,Kef,Land,Africa,Northern Africa,Maghreb,Tunisia
2455,Bizerte,Land,Africa,Northern Africa,Maghreb,Tunisia
2456,Touggourt,Land,Africa,Northern Africa,Maghreb,North Sahara
2457,Mzab,Land,Africa,Northern Africa,Maghreb,North Sahara
2458,Hodna,Land,Africa,Northern Africa,Maghreb,Ouled Nail
2459,Titteri,Land,Africa,Northern Africa,Maghreb,Hautes Plains
2460,Saoura,Land,Africa,Northern Africa,Maghreb,Tafilalt
2461,Dahra,Land,Africa,Northern Africa,Maghreb,Barbary Coast
2462,Ouarsenis,Land,Africa,Northern Africa,Maghreb,Hautes Plains
2463,Kasdir,Land,Africa,Northern Africa,Maghreb,Hautes Plains
2464,Ouarzazate,Land,Africa,Northern Africa,Maghreb,Sus
2465,Oujda,Land,Africa,Northern Africa,Maghreb,Algiers
2466,Draa,Land,Africa,Northern Africa,Maghreb,Sus
2467,Meknes,Land,Africa,Northern Africa,Maghreb,Central Morocco
2468,Tadla,Land,Africa,Northern Africa,Maghreb,Central Morocco
2469,Dukkala,Land,Africa,Northern Africa,Maghreb,Gharb
2470,Haha,Land,Africa,Northern Africa,Maghreb,Southern Morocco
2471,Chott el-Jerid,Lake,Africa,,,
2472,Ouargla,Land,Africa,Northern Africa,Maghreb,North Sahara
2473,Sousse,Land,Africa,Northern Africa,Maghreb,Tunisia
2474,Tajarhi,Land,Africa,Northern Africa,Maghreb,Fezzan
2475,Djado,Land,Africa,Northern Africa,Sahel,East Azbin
2476,Kuumeyay,Land,North America,Central America,California,Alta California
2477,Ukom'nom,Land,North America,Central America,California,North California
2478,Tachi,Land,North America,Central America,California,Central Valley
2479,Maidu,Land,North America,Central America,California,North California
2480,Shasta,Land,North America,Central America,California,North California
2481,Maqlaqs,Land,North America,North America,Cascadia,Oregon
2482,Kalapuya,Land,North America,North America,Cascadia,Oregon
2483,Umatalum,Land,North America,North America,Cascadia,Oregon
2484,Aqokulo,Land,North America,North America,Cascadia,Puget Sound
2485,Kwaiailk,Land,North America,North America,Cascadia,Puget Sound
2486,Mamatchatpam,Land,North America,North America,Cascadia,Columbia River
2487,Sqeliz,Land,North America,North America,Cascadia,Columbia River
2488,Palus,Land,North America,North America,Cascadia,Columbia River
2489,Boho'inee,Land,North America,North America,Cascadia,Snake River
2490,Kusiutta,Land,North America,North America,Cascadia,Snake River
2491,Hwalbay,Land,North America,Central America,California,Arizona
2492,Bedonkohe,Land,North America,Central America,California,Apacheria
2493,Hopituh,Land,North America,Central America,California,Colorado Plateau
2494,Shiwinna,Land,North America,Central America,California,Colorado Plateau
2495,Aa'ku,Land,North America,Central America,California,New Mexico
2496,Saldindé,Land,North America,Central America,Rio Grande,Llano Estacado
2497,Tsès Sembai,Land,North America,Central America,Rio Grande,Llano Estacado
2498,Tahuundé,Land,North America,Central America,Rio Grande,Pecos
2499,Coahuilteco,Land,North America,Central America,Rio Grande,Tamaulipas
2500,Tel Kondaha,Land,North America,Central America,Rio Grande,Texas Plains
2501,Piikani,Land,North America,North America,Great Plains,Upper Missouri
2502,Haaninin,Land,North America,North America,Great Plains,Upper Missouri
2503,Ashshipite,Land,North America,North America,Great Plains,Upper Missouri
2504,Eeelalapito,Land,North America,North America,Great Plains,Badlands
2505,Tsetsehesahese,Land,North America,North America,Great Plains,Badlands
2506,Kuccuntikka,Land,North America,North America,Cascadia,Snake River
2507,Baachinena,Land,North America,North America,Great Plains,High Plains
2508,Skiri,Land,North America,North America,Great Plains,Central Plains
2509,Utsetha,Land,North America,North America,Mississippi,Ozarks
2510,Hiraaca,Land,North America,North America,Great Plains,North Dakota
2511,Itscheabine,Land,North America,North America,Hudson Bay,Red River of the North
2512,Wahpekute,Land,North America,North America,Great Plains,Minnesota
2513,Moingwena,Land,North America,North America,Great Plains,Iowa
2514,Mishigamaw,Land,North America,North America,Mississippi,Upper Louisiana
2515,Satuskhdin,Land,North America,North America,Mississippi,Ozarks
2516,Adai,Land,North America,North America,Mississippi,Louisiana
2517,Bdewekhantunwan,Land,North America,North America,Great Lakes,Lake Superior
2518,La Pointe,Land,North America,North America,Great Lakes,Lake Superior
2519,Kilatika,Land,North America,North America,Great Lakes,Southern Illinois
2520,Mengkonkia,Land,North America,North America,Great Lakes,Southern Illinois
2521,Saginawe,Land,North America,North America,Great Lakes,Michigan
2522,Mascouten,Land,North America,North America,Great Lakes,Michigan
2523,Piankeshaw,Land,North America,North America,Great Lakes,Indiana
2524,Waapi-nipi,Land,North America,North America,Great Lakes,Indiana
2525,Chalahgawtha,Land,North America,North America,Great Lakes,Ohio
2526,Shatteras,Land,North America,North America,Mississippi,Kentucky
2527,Atali,Land,North America,North America,Southeast,Overmountain
2528,Yazoo,Land,North America,North America,Mississippi,Mississippi
2529,Natchez,Land,North America,North America,Mississippi,Mississippi
2530,Taneks-Haya,Land,North America,North America,Mississippi,West Florida
2531,Abihka,Land,North America,North America,Mississippi,Alabama
2532,Mabila,Land,North America,North America,Mississippi,Alabama
2533,Chatot,Land,North America,North America,Mississippi,West Florida
2534,Yustaga,Land,North America,North America,Southeast,East Florida
2535,Calusa,Land,North America,North America,Southeast,Florida
2536,Mayaimi,Land,North America,North America,Southeast,Florida
2537,Ichisi,Land,North America,North America,Southeast,Georgia
2538,Ocute,Land,North America,North America,Southeast,Georgia
2539,Mocama,Land,North America,North America,Southeast,Georgia
2540,Etowah,Land,North America,North America,Southeast,Upper Georgia
2541,Saluda,Land,North America,North America,Southeast,South Carolina Piedmont
2542,Cusabo,Land,North America,North America,Southeast,South Carolina
2543,Waccamaw,Land,North America,North America,Southeast,South Carolina
2544,Yadkin,Land,North America,North America,Southeast,Piedmont Plateau
2545,Waxhaw,Land,North America,North America,Southeast,Piedmont Plateau
2546,Chicora,Land,North America,North America,Southeast,North Carolina
2547,Roanoke,Land,North America,North America,Southeast,North Carolina
2548,Tutelo,Land,North America,North America,Southeast,Great Valley
2549,Moratok,Land,North America,North America,Southeast,Virginia
2550,Rappahannock,Land,North America,North America,Southeast,Virginia
2551,Calicula,Land,North America,North America,Mississippi,Vandalia
2552,Manahoac,Land,North America,North America,Southeast,Great Valley
2553,Patawomac,Land,North America,North America,Northeast,Maryland
2554,Nentego,Land,North America,North America,Northeast,Maryland
2555,Honniasont,Land,North America,North America,Northeast,Alleghenies
2556,Onojutta,Land,North America,North America,Northeast,Westsylvania
2557,Atrakwaye,Land,North America,North America,Northeast,Westsylvania
2558,Espachomy,Land,North America,North America,Northeast,New York
2559,Tekontaroken,Land,North America,North America,Northeast,Hudson Valley
2560,Quiripi,Land,North America,North America,Northeast,Connecticut
2561,Wampanoag,Land,North America,North America,Northeast,Massachusetts
2562,Penakuk,Land,North America,North America,Northeast,New Hampshire
2563,Missiasik,Land,North America,North America,Northeast,Lake Champlain
2564,Sokoki,Land,North America,North America,Northeast,New Hampshire
2565,Kinnipekw,Land,North America,North America,Northeast,Maine
2566,Peskotomuhkati,Land,North America,North America,Northeast,Eastern Maine
2567,Tobique,Land,North America,North America,Northeast,Eastern Maine
2568,Gespogoitnag,Land,North America,North America,Canada,Lower Acadia
2569,Eskikeogag,Land,North America,North America,Canada,Lower Acadia
2570,Wolastoqiyik,Land,North America,North America,Canada,St John's Valley
2571,Madawaska,Land,North America,North America,Canada,St John's Valley
2572,Sigenigteogag,Land,North America,North America,Canada,Upper Acadia
2573,Placentia,Land,North America,North America,Canada,Newfoundland
2574,Sikumiut,Land,North America,North America,Canada,Labrador
2575,Naskapi,Land,North America,North America,Canada,Labrador
2576,Ekuanitshu,Land,North America,North America,Canada,Cote Nord
2577,Pessamu,Land,North America,North America,Canada,Cote Nord
2578,Notiskuan,Land,North America,North America,Canada,Cote Nord
2579,Pekuakamiulnuatsh,Land,North America,North America,Canada,Cote Nord
2580,Atikamekw,Land,North America,North America,Canada,Trois-Rivieres
2581,Timiskaming,Land,North America,North America,Canada,Laurentia
2582,Animouski,Land,North America,North America,Canada,Québec
2583,Kikonteku,Land,North America,North America,Canada,Québec
2584,Masoliantekw,Land,North America,North America,Canada,Lower Canada
2585,Arendaronon,Land,North America,North America,Canada,Huronia
2586,Tionontate,Land,North America,North America,Canada,Upper Canada
2587,Odawa,Land,North America,North America,Canada,Upper Canada
2588,Piscatang,Land,North America,North America,Hudson Bay,Abitibi
2589,Kesagami,Land,North America,North America,Hudson Bay,Abitibi
2590,Shaggami,Land,North America,North America,Hudson Bay,Abitibi
2591,Outoulibi,Land,North America,North America,Hudson Bay,Abitibi
2592,Maskekowak,Land,North America,North America,Hudson Bay,Hudson Bay
2593,Wappus,Land,North America,North America,Hudson Bay,Manitoba
2594,Quennebigonhelini,Land,North America,North America,Hudson Bay,Hudson Bay
2595,Kes-ye-hot'inne,Land,North America,North America,Hudson Bay,Saskatchewan
2596,Mahmikiwiniyak,Land,North America,North America,Hudson Bay,Assiniboia
2597,Sipiwininiwak,Land,North America,North America,Hudson Bay,Saskatchewan
2598,Ye Xa Yabine,Land,North America,North America,Hudson Bay,Assiniboia
2599,Ayabaskawiiniwak,Land,North America,North America,Hudson Bay,Athabasca
2600,Nihithawak,Land,North America,North America,Hudson Bay,Athabasca
2601,Dane-zaa,Land,North America,North America,Hudson Bay,Athabasca
2602,Siksikawa,Land,North America,North America,Hudson Bay,Alberta
2603,Tsek'ene,Land,North America,North America,Hudson Bay,Athabasca
2604,Dakelh,Land,North America,North America,Cascadia,Interior Plateau
2605,Secwepemc,Land,North America,North America,Cascadia,Interior Plateau
2606,Tsilhoqot'in,Land,North America,North America,Cascadia,Interior Plateau
2607,Syilkx,Land,North America,North America,Cascadia,Interior Plateau
2608,Rocky Mountains,Wasteland,North America,,,
2609,Nisga'a,Land,North America,North America,Cascadia,Hecate Strait
2610,Heiltsuk,Land,North America,North America,Cascadia,Straits of Georgia
2611,Kodiak,Land,North America,North America,Cascadia,Western Alaska
2612,Eyak,Land,North America,North America,Cascadia,Western Alaska
2613,Sitka,Land,North America,North America,Cascadia,Alaska Panhandle
2614,Cotoname,Land,North America,Central America,Rio Grande,Tamaulipas
2615,Guamares,Land,North America,Central America,Mexico,Guanajuato
2616,Seri,Land,North America,Central America,California,Sonora
2617,Huichol,Land,North America,Central America,Mexico,Jalisco
2618,Toboso,Land,North America,Central America,Rio Grande,Chihuahua
2619,Laguneros,Land,North America,Central America,Rio Grande,Coahuila
2620,Nakipa,Land,North America,Central America,California,Baja California
2621,Tizapan,Land,North America,Central America,Mexico,Jalisco
2622,Cuitzeo,Land,North America,Central America,Mexico,Michoacan
2623,Cutzamala,Land,North America,Central America,Mexico,Michoacan
2624,Patzcuaro,Land,North America,Central America,Mexico,Michoacan
2625,Hinonoeino,Land,North America,North America,Great Plains,High Plains
2626,Tullucan,Land,North America,Central America,Mexico,Mexico
2627,Cihuatlan,Land,North America,Central America,Mexico,Guerrero
2628,Tepeacac,Land,North America,Central America,Mexico,Puebla
2629,Coyolapan,Land,North America,Central America,Mexico,Oaxaca
2630,Tochtepec,Land,North America,Central America,Mexico,Veracruz
2631,Mixe,Land,North America,Central America,Mexico,Veracruz
2632,Xicallanco,Land,North America,Central America,Central America,Campeche
2633,Ceh Pech,Land,North America,Central America,Central America,West Yucatan
2634,Uaymil,Land,North America,Central America,Central America,East Yucatan
2635,Lacandon,Land,North America,Central America,Central America,Chiapas
2636,Chacujal,Land,North America,Central America,Central America,Guatemala Lowlands
2637,Chortli,Land,North America,Central America,Central America,Honduras
2638,Xoconochco,Land,North America,Central America,Central America,Chiapas
2639,Raritan,Land,North America,North America,Northeast,New York
2640,Lenca,Land,North America,Central America,Central America,Honduras
2641,Tziccoac,Land,North America,Central America,Mexico,Huasteca
2642,Metztitlan,Land,North America,Central America,Mexico,Gran Chichimeca
2643,Apatzingan,Land,North America,Central America,Mexico,Tierra Caliente
2644,Cholula,Land,North America,Central America,Mexico,Puebla
2645,Teloloapan,Land,North America,Central America,Mexico,Guerrero
2646,Coixtlahuacan,Land,North America,Central America,Mexico,Mixteca
2647,Cuetlaxtlan,Land,North America,Central America,Mexico,Veracruz
2648,Yopitzinco,Land,North America,Central America,Mexico,Guerrero
2649,Tehuantepec,Land,North America,Central America,Central America,Chiapas
2650,Champutun,Land,North America,Central America,Central America,Campeche
2651,Ah Canul,Land,North America,Central America,Central America,West Yucatan
2652,Ecab,Land,North America,Central America,Central America,East Yucatan
2653,Iximché,Land,North America,Central America,Central America,Guatemala
2654,Baracoa,Land,North America,Central America,Caribbeans,East Cuba
2655,Bayamo,Land,North America,Central America,Caribbeans,East Cuba
2656,Camaguey,Land,North America,Central America,Caribbeans,East Cuba
2657,Colima,Land,North America,Central America,Mexico,Jalisco
2658,Maguana,Land,North America,Central America,Caribbeans,Dominica
2659,Magua,Land,North America,Central America,Caribbeans,Dominica
2660,Managua,Land,North America,Central America,Central America,Nicaragua
2661,Uluas,Land,North America,Central America,Central America,Nicaragua
2662,Olancho,Land,North America,Central America,Central America,Honduras
2663,Nicoya,Land,North America,Central America,Central America,Costa Rica
2664,Veraguas,Land,North America,Amazonia,Colombia,Panama
2665,Eyeish,Land,North America,Central America,Rio Grande,Coastal Prairie
2666,Tuintsundé,Land,North America,Central America,Rio Grande,Coahuila
2667,Cacaxtes,Land,North America,Central America,Rio Grande,Coahuila
2668,Borrado,Land,North America,Central America,Rio Grande,Tamaulipas
2669,Hasinai,Land,North America,Central America,Rio Grande,Coastal Prairie
2670,Tahontaenrat,Land,North America,North America,Canada,Huronia
2671,Missisage,Land,North America,North America,Canada,Upper Ontario
2672,Kitkehaki,Land,North America,North America,Great Plains,Kansas
2673,Pasai,Land,Asia,East Indies,Malaya,Aceh
2674,Peureulak,Land,Asia,East Indies,Malaya,Aceh
2675,Rokan,Land,Asia,East Indies,Malaya,Riau
2676,Indragiri,Land,Asia,East Indies,Malaya,Jambi
2677,Jambi,Land,Asia,East Indies,Malaya,Jambi
2678,Bangka,Land,Asia,East Indies,Malaya,Lampung
2679,Belitung,Land,Asia,East Indies,Malaya,Lampung
2680,Muko-Muko,Land,Asia,East Indies,Malaya,Minangkabau
2681,Pagarruyung,Land,Asia,East Indies,Malaya,Minangkabau
2682,Pariaman,Land,Asia,East Indies,Malaya,Batak
2683,Mentawai,Land,Asia,East Indies,Malaya,Minangkabau
2684,Nias,Land,Asia,East Indies,Malaya,Batak
2685,Gayo,Land,Asia,East Indies,Malaya,Aceh
2686,Bintan,Land,Asia,East Indies,Malaya,Johor
2687,Pakuan,Land,Asia,East Indies,Indonesia,Banten
2688,Sumedang,Land,Asia,East Indies,Indonesia,West Java
2689,Pekalongan,Land,Asia,East Indies,Indonesia,Central Java
